,district,living_space,price,room_count,access_date,bathroom_count,date_added,owner,property_type,link,smoker,title
318,mokotow,36.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowoczesne-eleganckie-2-pokoje-blisko-mordoru/10010158506371012710620009,,"Nowoczesne, eleganckie 2 pokoje blisko Mordoru"
315,mokotow,190.0,12000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestronne-puste-4-pokoje-garaz-i-komorka/10010158509691012710620009,,"Przestronne, puste 4 pokoje, garaż i komórka"
314,mokotow,57.0,4200,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-i-2-sypialnie-super-dla-rodziny/10010158476881012710620009,,"Salon z aneksem i 2 sypialnie, super dla rodziny!"
745,mokotow,36.0,2200,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-sadyba/10010156965761012776000109,,Bez prowizji: 2 osobne pok. | Sadyba
746,mokotow,58.0,4100,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-klimatyzacja-hubertus/10010156963821012776000109,,Bez prowizji: 2-pok. |klimatyzacja| Hubertus
747,mokotow,48.0,2850,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-metro-pole-mokotowskie/10010156959771012776000109,,Bez prowizji: 3 osobne pok| Metro Pole Mokotowskie
901,mokotow,40.0,2850,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-garaz-w-cenie-postepu/10010156813921012776000109,,Bez prowizji: 2-pok. |garaż w cenie| Postępu
306,mokotow,110.0,4500,5,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/5-pokojowy-dom-na-willowym-mokotowie/10010158517401012710620009,,5 pokojowy dom na willowym Mokotowie
317,mokotow,49.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowe-salon-z-aneksem-i-sypialnia-garaz-w-cenie/10010158476811012710620009,,"Nowe, salon z aneksem i sypialnia, garaż w cenie"
1000,mokotow,36.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155897761012016000209,,Apartament na doby dwupokojowy na Mokotowie
855,mokotow,42.0,2400,2,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-pokoje-dolny-mokotow-stegny/10010156860821012776000109,,"Bez prowizji: 2 pokoje | Dolny Mokotów, Stegny"
999,mokotow,60.0,251,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dolny-mokotow-dla-6-osob/10010155897771012016000209,,"Apartament na Doby, Dolny Mokotów, dla 6 osób"
541,mokotow,50.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwa-pokoje-z-oddzielna-kuchnia-balkon/10010157994631012710620009,,"Dwa pokoje z oddzielną kuchnią, balkon"
656,mokotow,34.0,2250,Kawalerka,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-sielce-dolny-mokotow/10010157407681012776000109,,"Bez prowizji: 1-pok. | Sielce, Dolny Mokotów"
658,mokotow,67.0,3000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-67m2-mokotow-ul-domaniewska-metro-wilanowska-na-biuro/10010157142831012413740009,,"3 pokoje, 67m2, Mokotów, ul. Domaniewska / Metro Wilanowska / Na Biuro"
659,mokotow,88.0,3200,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-88m2-ul-orzycka-galeria-mokotow/10010157407561012413740009,,"3 pokoje, 88m2, ul.Orzycka / Galeria Mokotów"
534,mokotow,32.0,1800,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przytulna-kawalerka-pelne-wyposazenie-super-dojazd/10010157994661012710620009,,"Przytulna kawalerka, pełne wyposażenie, super dojazd"
883,mokotow,58.0,2990,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-przy-lazienkach-krolewskich/10010156959061012776000109,,Bez prowizji: 3-pok. przy Łazienkach Królewskich
984,mokotow,36.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155901781012016000209,,Apartament na doby dwupokojowy na Mokotowie
526,mokotow,72.0,2800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/blisko-metra-balkon-jasne/10010157809751012710620009,,"Blisko metra, balkon, jasne"
965,mokotow,72.0,3300,3,2021-12-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/metro-raclawicka-3-pokoje-z-ogrodkiem-po-remoncie-kamienica/10010156029261012506370709,,"Metro Racławicka, 3 pokoje z ogródkiem, po remoncie, kamienica"
985,mokotow,47.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-dwupoziomowy-przy-polu-mokotowskim/10010155894811012016000209,,Apartament dwupoziomowy przy Polu Mokotowskim
986,mokotow,26.0,251,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-na-mokotowie/10010155894801012016000209,,Apartament na doby na Mokotowie
872,mokotow,36.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-klimatyzacja-cybernetyki/10010156963041012776000109,,Bez prowizji: 2-pok. |klimatyzacja| Cybernetyki
988,mokotow,39.0,253,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dolny-mokotow-dla-6-osob/10010155897801012016000209,,"Apartament na Doby, Dolny Mokotów, dla 6 osób"
510,mokotow,76.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowe-3-pokoje-blisko-metra-wierzbno/10010157916791012710620009,,Nowe 3 pokoje blisko metra Wierzbno
989,mokotow,26.0,251,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-na-mokotowie/10010155897791012016000209,,Apartament na doby na Mokotowie
982,mokotow,40.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155897811012016000209,,Apartament na doby dwupokojowy na Mokotowie
544,mokotow,36.0,2000,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/kawalerka-blisko-metra-wierzbno/10010158476001012710620009,,Kawalerka blisko metra Wierzbno
650,mokotow,42.0,2000,2,2021-12-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-eleganckie-2-pokojowe-mieszkanie-42m2-w-apartamentowcu-przy-ul-zdziechowskiego-7-za-2000-zl/10010157135701010471611609,,Mokotów eleganckie 2 pokojowe mieszkanie 42m2 w apartamentowcu przy ul. Zdziechowskiego 7 za 2000 zł
557,mokotow,128.0,3200,4,2021-11-16,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-ogrod-27m2-garaz-w-cenie-sielce/10010157994281012776000109,,Bez prowizji: Ogród 27m2 |garaż w cenie| Sielce
616,mokotow,110.0,4500,5,,2.0,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dom-na-biuro-na-mokotowie/10010157781021010469204609,,Dom na biuro na Mokotowie
23,mokotow,64.0,3200,3,2021-11-01,1.0,30/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajme-3-pokojowe-mieszkanie-64-5-m2-w-apartamentowcu-z-garazem-ul-wynalazek/10010086933731011443311809,,"WYNAJMĘ 3 POKOJOWE mieszkanie 64,5 M2 w apartamentowcu, z garażem, ul. Wynalazek"
875,mokotow,31.0,1850,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-parking-w-cenie-sielce/10010156860741012776000109,,Bez prowizji: 1-pok. |parking w cenie| Sielce
625,mokotow,66.0,2200,3,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/trzypokojowe-z-ogrodkiem-na-stegnach/10010156731541010653693409,,Trzypokojowe z ogródkiem na Stegnach
878,mokotow,48.0,2600,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-pok-garaz-w-cenie-siekierki/10010156965041012776000109,,Bez prowizji: 2 pok. |garaż w cenie| Siekierki
632,mokotow,50.0,2200,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2+pokojowe-50-m2-mokotow-ul-arbuzowa-al-wilanowska/10010157510271010469331509,Nie,"2-pokojowe, 50 m2 / Mokotów ul. Arbuzowa / Al. Wilanowska"
34,mokotow,52.0,2900,3,2021-11-17,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestrzenne-3-pok-na-mokotowie/10010159482601012874914709,,Przestrzenne 3 pok. na Mokotowie
504,mokotow,53.0,2600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokoje-oddzielna-kuchnia-taras/10010158476141012710620009,,"2 pokoje, oddzielna kuchnia, taras!"
577,mokotow,56.0,2000,2,2021-11-15,1.0,16/08/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-56-m-blisko-metro-sluzew/1009766306680910522111009,,Mieszkanie 56 m blisko Metro Służew
976,mokotow,89.0,5000,3,2021-12-01,2.0,12/02/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/duzy-sloneczny-taras-z-widokiem-na-jeziorko/1008877076980911309848109,,DUŻY SŁONECZNY TARAS  z widokiem na jeziorko !
572,mokotow,66.0,3300,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2+pokoje-z-garderoba-na-poddaszu-kamienica-metro/10010158121021010843895609,,2-pokoje z garderobą na poddaszu kamienica metro
643,mokotow,45.0,3500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2+pokojowe-mokotow-ul-joliot+curie-rezydencja-fryderyk/10010157553161010469331509,,2-pokojowe / Mokotów ul. Joliot-Curie / Rezydencja Fryderyk
647,mokotow,50.0,2600,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-nowe-w-wysokim-standardzie-2-pok-mieszkanie-50m2-z-balkonem-garazem-na-lubaszki-8-za-2600/10010157553141010471611609,,"Mokotów, nowe w wysokim standardzie 2 pok. mieszkanie 50m2 z balkonem, garażem na Lubaszki 8 za 2600"
881,mokotow,108.0,3800,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-4-osobne-pok-%252Bbalkon-sielce/10010156860691012776000109,,Bez prowizji: 4 osobne pok. +balkon | Sielce
559,mokotow,43.0,2500,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-metro-wierzbno/10010157809431012776000109,,Bez prowizji: 2 osobne pok. | Metro Wierzbno
558,mokotow,40.0,2500,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-metro-raclawicka/10010157809441012776000109,,Bez prowizji: 2 osobne pok. | Metro Racławicka
575,mokotow,56.0,3500,2,2021-11-15,1.0,14/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowe-przestronne-mieszkanie-na-mokotowie-z-tarasem-i-ogrodkiem/10010149266221012959380809,,"Nowe, przestronne mieszkanie na Mokotowie z tarasem i ogródkiem"
502,mokotow,43.0,2950,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokoje-z-oddzielna-kuchnia-parking-przy-polach/10010157994781012710620009,,"2 pokoje z oddzielną kuchnią, parking przy Polach"
501,mokotow,93.0,3950,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wygodny-3+pokojowy-apartament-przy-metrze/10010157916801012710620009,,Wygodny 3-pokojowy apartament przy metrze
871,mokotow,40.0,2450,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-garaz-w-cenie-stegny/10010156959101012776000109,,Bez prowizji: 2-pok. |garaż w cenie| Stegny
692,mokotow,70.0,600,3,2021-11-05,1.0,02/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/miejsca-noclegowe-hotel-pracowniczy-ul-klobucka-mokotow-ursynow/10010097857351010504844209,,"Miejsca noclegowe, hotel pracowniczy, ul. Kłobucka, Mokotów/Ursynów"
694,mokotow,36.0,2000,Kawalerka,2021-11-16,1.0,16/11/2021,,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestronna-kawalerka-36m2-z-balkonem-i-garazem-przy-ul-rzymowskiego/10010156844941011422805509,,Przestronna kawalerka 36m2 z balkonem i garażem przy ul.Rzymowskiego
958,mokotow,71.0,4100,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajem-3-pokoje-na-marinie-mokotow/10010156233461011381140509,,Wynajem: 3 pokoje na Marinie Mokotów
447,mokotow,140.0,8700,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/luksusowy-apartament-3+pokojowy/10010158509051012710620009,,Luksusowy apartament 3-pokojowy
994,mokotow,60.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dolny-mokotow-dla-6-osob/10010156010041012016000209,,"Apartament na Doby, Dolny Mokotów, dla 6 osób"
445,mokotow,136.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-kuchennym-3-sypialnie/10010158509071012710620009,,"Salon z aneksem kuchennym, 3 sypialnie"
444,mokotow,110.0,5500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-dwupokojowy-klimatyzacja/10010158506031012710620009,,"Apartament dwupokojowy, klimatyzacja"
13,mokotow,54.0,2300,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowe+2pok+54m-mokotow+sadyba+garaz+balkon+-egejska/10010159717241012853461509,,"Nowe-2pok-54m, Mokotów-Sadyba-garaż-balkon- Egejska"
698,mokotow,55.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokojowe-zadbane-mieszkanie-w-apartamentowcu/10010157142151012506060109,,2 pokojowe zadbane mieszkanie w apartamentowcu
890,mokotow,94.0,4500,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-%252Bloggia-stegny/10010156813991012776000109,,Bez prowizji: 3-pok. +loggia | Stegny
439,mokotow,61.0,4000,2,2021-11-09,2.0,14/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/ekskluzywny-apartament-przy-ul-racjonalizacji/10010148542921012959321709,,Ekskluzywny Apartament przy ul. Racjonalizacji
438,mokotow,42.0,2500,2,2021-12-01,1.0,01/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-2-oddzielne-pokoje-bukowinska-metro-wilanowska/10010092982931010476694009,,Mieszkanie 2 oddzielne pokoje Bukowińska Metro Wilanowska
436,mokotow,200.0,8500,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestronny-apartament-2-garaze/10010158476341012710620009,,"Przestronny apartament, 2 garaże"
995,mokotow,50.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155897781012016000209,,Apartament na doby dwupokojowy na Mokotowie
892,mokotow,52.0,2800,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-klima-garaz-w-cenie-metro-sluzew/10010156813981012776000109,,Bez prowizji: Klima. |garaż w cenie| Metro Służew
950,mokotow,61.0,4000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/atrakcyjne-2-pokoje-na-mokotowie/10010156543491010770622709,,Atrakcyjne 2 pokoje na Mokotowie
870,mokotow,115.0,6000,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-w-kamienicy-stary-mokotow/10010156959111012776000109,,Bez prowizji: 3-pok. w kamienicy | Stary Mokotów
415,mokotow,70.0,600,3,2021-11-05,1.0,02/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/miejsca-noclegowe-hotel-pracowniczy-ul-klobucka-mokotow-ursynow/10010097857351010504844209,,"Miejsca noclegowe, hotel pracowniczy, ul. Kłobucka, Mokotów/Ursynów"
993,mokotow,32.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-warszawa-bemowo/10010155894771012016000209,,"Apartament na Doby, Warszawa, Bemowo"
461,mokotow,44.0,3200,2,2021-11-10,1.0,21/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/do-wynajecia-pieknie-urzadzone-mieszkanie-na-mokotowie/10010052210941011345104709,,Do wynajęcia pięknie urządzone mieszkanie na Mokotowie
990,mokotow,15.0,251,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-na-mokotowie/10010156010051012016000209,,Apartament na doby na Mokotowie
495,mokotow,20.0,2100,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/kawalerka-na-starym-mokotowie/10010157994811012710620009,,Kawalerka na Starym Mokotowie
991,mokotow,35.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-warszawa-mokotow/10010155894781012016000209,,"Apartament na Doby, Warszawa, Mokotow"
45,mokotow,100.0,4500,3,2022-01-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sadyba-ul-limanowskiego-30-100m-%252B-taras-3-pokoje-nowe-budownictwo-garaz%252B-kom-lokatorska-p-4-5/10010159482501010573727609,,"Sadyba, ul.Limanowskiego 30, 100m + taras, 3 pokoje, nowe budownictwo, garaż+ kom. lokatorska, p.4/5"
677,mokotow,58.0,2400,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sewastopolska-mokotow-ladne-3-pokoje-osobna-kuchnia-meble/10010157135451011080447209,,Sewastopolska /Mokotów ładne 3 pokoje osobna kuchnia meble
488,mokotow,56.0,3300,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/komfortowy-2+pokojowy-apartament-wysoki-standard/10010157916831012710620009,,"Komfortowy 2-pokojowy apartament, wysoki standard"
487,mokotow,48.0,2900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-i-sypialnia-blisko-galerii-mokotow/10010157916841012710620009,,Salon z aneksem i sypialnia blisko Galerii Mokotów
52,mokotow,45.0,2500,2,2022-01-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-sluzewiec-ul-tasmowa-4b-cybernetyki-45m-2-pokoje-nowy-apartamentowiec-garaz-p-6-6/10010159518441010573727609,,"Mokotów Służewiec, ul.Taśmowa 4B/Cybernetyki, 45m, 2 pokoje, nowy apartamentowiec, garaż, p.6/6"
486,mokotow,114.0,8990,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/villa-classica-mokotow-prestige-elegancja/10010157916851012099740009,,"VILLA CLASSICA, MOKOTÓW &Prestige&Elegancja"
46,mokotow,66.0,2950,2,2021-11-11,1.0,11/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-z-klimatem-stary-mokotow-66m2/10010138668341010668649109,,Apartament z klimatem Stary Mokotów 66m2
933,mokotow,60.0,3000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/marina-mokotow-ii-3-pokojowe-mieszkanie/10010156674341011381140509,,MARINA MOKOTÓW II 3 POKOJOWE MIESZKANIE
886,mokotow,93.0,4600,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-klima-garaz-w-cenie-wilanowska/10010156959041012776000109,,Bez prowizji: Klima. |garaż w cenie| Wilanowska
887,mokotow,20.0,1800,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-przy-pl-unii-lubelskiej/10010156965001012776000109,,Bez prowizji: 1-pok. przy Pl. Unii Lubelskiej
961,mokotow,100.0,6500,4,2022-01-18,2.0,14/07/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajem-warszawa-mokotow-marina-ii-ul-bialej-floty/1009627628220911309848109,,WYNAJEM Warszawa Mokotów Marina II ul. Białej Floty
683,mokotow,300.0,8000,6,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sadyba-okrezna-dom-na-biuro-6-pokoi-dobra-cena/10010157408011012916620109,,Sadyba Okrężna dom na biuro 6 pokoi. Dobra cena
684,mokotow,350.0,15000,6,2022-03-01,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sadyba-dom-350m2-na-biuro-14-pokoi-cichy/10010157407021012916620109,,Sadyba dom 350m2 na biuro 14 pokoi. Cichy
992,mokotow,32.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-warszawa-bemowo/10010155901771012016000209,,"Apartament na Doby, Warszawa, Bemowo"
74,mokotow,210.0,6800,5,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sadyba-dom-na-biuro/10010159405321012765100009,,Sadyba dom na biuro
361,mokotow,40.0,2500,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowoczesne-studio-blisko-mordoru-garaz/10010158506221012710620009,,"Nowoczesne studio blisko Mordoru, garaż"
180,mokotow,52.0,2100,3,2021-11-17,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/w-pelni-wyposazone-w-znakomitej-lokalizacji-jasne-nowoczesne/10010158411481010519353709,,"W pełni wyposażone, w znakomitej lokalizacji, jasne, nowoczesne!"
846,mokotow,63.0,1800,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-garaz-w-cenie-czerniakow/10010156860881012776000109,,Bez prowizji: 2-pok. |garaż w cenie| Czerniaków
121,mokotow,110.0,7500,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/4-pokojowy-apartament-na-osiedlu-eko-park/10010159208341012424790009,,4 pokojowy apartament na osiedlu Eko Park
857,mokotow,78.0,5900,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-pok-garaz-w-cenie-pole-mokotowskie/10010156965091012776000109,,Bez prowizji: 3 pok. |garaż w cenie| Pole Mokotowskie
